MARY BOYLE WY,Public & Quasi-Public,2
MARYANNA RD,Residential,2
MARYANNA RD,Vacant,1
MARYKNOLL ST,Residential,22
MARYKNOLL ST,Vacant,1
MARYKNOLL TE,Residential,5
MARYLAND ST,Residential,17
MARYLAND ST,Vacant,4
MASCOMA ST,Public & Quasi-Public,2
MASCOMA ST,Residential,5
MASCOMA ST,Vacant,2
MASCOT ST,Public & Quasi-Public,1
MASCOT ST,Residential,40
MASCOT ST,Vacant,4
MASON CT,Residential,4
MASON ST,Commercial,1
MASON ST,Public & Quasi-Public,2
MASON ST,Residential,7
MASSACHUSETTS AV,Commercial,37
MASSACHUSETTS AV,Industrial,2
MASSACHUSETTS AV,Public & Quasi-Public,32
MASSACHUSETTS AV,Residential,105
MASSACHUSETTS AV,Residential (Mixed-Use),19
MASSACHUSETTS AV,Vacant,12
MASSASOIT ST,Residential,24
MASSPORT BYPASS RD,Vacant,1
MATCHETT ST,Residential,28
MATHER CT,Public & Quasi-Public,2
MATHER CT,Vacant,1
MATHER ST,Residential,45
MATHER ST,Vacant,2
MATIGNON RD,Residential,1
MATTAKEESET ST,Residential,23
MATTAPAN ST,Residential,44
MATTAPAN ST,Vacant,4
MATTHEW ST,Commercial,1
MATTHEW ST,Public & Quasi-Public,1
MAVERICK SQ,Commercial,16
MAVERICK SQ,Public & Quasi-Public,2
MAVERICK SQ,Residential,1
MAVERICK SQ,Residential (Mixed-Use),2
MAVERICK ST,Commercial,18
MAVERICK ST,Industrial,1
MAVERICK ST,Public & Quasi-Public,11
MAVERICK ST,Residential,104
MAVERICK ST,Residential (Mixed-Use),16
MAVERICK ST,Vacant,16
MAXFIELD ST,Residential,21
MAXFIELD ST,Vacant,2
MAXWELL ST,Commercial,1
MAXWELL ST,Public & Quasi-Public,1
MAXWELL ST,Residential,33
MAXWELL ST,Residential (Mixed-Use),2
MAXWELL ST,Vacant,4
MAY ST,Residential,21
MAYBROOK ST,Residential,9
MAYBURY ST,Residential,4
MAYBURY ST,Vacant,1
MAYFAIR ST,Residential,10
MAYFIELD ST,Residential,35
MAYHEW ST,Public & Quasi-Public,1
MAYHEW ST,Residential,16
MAYHEW ST,Vacant,2
MAYNARD ST,Residential,32
MAYNARD ST,Vacant,1
MAYWOOD ST,Public & Quasi-Public,7
MAYWOOD ST,Residential,33
MAYWOOD ST,Vacant,11
MAYWOOD TE,Vacant,4
MBTA (SW CORRIDOR PROJ) ,Public & Quasi-Public,1
MCBRIDE ST,Commercial,1
MCBRIDE ST,Public & Quasi-Public,3
MCBRIDE ST,Residential,35
MCBRIDE ST,Vacant,1
MCCORMACK SQ,Residential,1
MCCRAW ST,Commercial,1
MCCRAW ST,Industrial,1
MCDONOUGH CT,Residential,4
MCDONOUGH WY,Residential,1
MCGREEVEY WY,Public & Quasi-Public,5
MCKAY PL,Residential,1
MCKAY PL,Vacant,2
MCKENNA TE,Commercial,1
MCKINLEY SQ,Public & Quasi-Public,1
MCKONE ST,Commercial,1
MCKONE ST,Residential,18
MCKONE ST,Vacant,4
MCLELLAN ST,Commercial,1
MCLELLAN ST,Public & Quasi-Public,2
MCLELLAN ST,Residential,30
MCLELLAN ST,Residential (Mixed-Use),1
MCLELLAN ST,Vacant,3
MEACHAM ST,Public & Quasi-Public,1
MEAD ST,Public & Quasi-Public,5
MEAD ST,Residential,26
MEAD ST,Vacant,10
MEAD STREET CT,Residential,4
MEADOW RD,Commercial,2
MEADOW RD,Residential,1
MEADOW RD,Vacant,1
MEADOWBANK AV,Residential,24
MEADOWVIEW RD,Residential,26
MECHANIC ST,Residential,1
MEDFIELD ST,Residential,2
MEDFORD ST,Commercial,10
MEDFORD ST,Industrial,2
MEDFORD ST,Public & Quasi-Public,9
MEDFORD ST,Residential,18
MEDFORD ST,Residential (Mixed-Use),4
MEDFORD ST,Vacant,4
MEDWAY ST,Commercial,1
MEDWAY ST,Residential,7
MEDWAY ST,Vacant,4
MEEHAN PL,Residential,1
MEEHAN ST,Commercial,3
MEEHAN ST,Residential,3
MEEHAN ST,Vacant,2
MELBA WY,Residential,9
MELBA WY,Vacant,1
MELBOURNE ST,Residential,20
MELCHER ST,Commercial,5
MELCHER ST,Residential,2
MELLEN ST,Public & Quasi-Public,1
MELLEN ST,Residential,23
MELLEN ST,Vacant,2
MELLISH RD,Public & Quasi-Public,3
MELNEA CASS BL,Commercial,1
MELNEA CASS BL,Public & Quasi-Public,12
MELNEA CASS BL,Residential (Mixed-Use),1
MELNEA CASS BL,Vacant,9
MELROSE ST,Residential,25
MELTON RD,Public & Quasi-Public,1
MELTON RD,Residential,7
MELVILLE AV,Public & Quasi-Public,4
MELVILLE AV,Residential,60
MELVILLE AV,Vacant,1
MELVILLE LA,Residential,4
MELVIN AV,Residential,3
MELVINSIDE TE,Public & Quasi-Public,4
MENDELL WY,Residential,1
MENDELSSOHN ST,Residential,21
MENDUM ST,Residential,29
MENDUM ST,Vacant,1
MENLO ST,Residential,9
MENTON ST,Residential,6
MERCER ST,Residential,31
MERCER ST,Vacant,4
MERCHANTS RO,Commercial,1
MERCIER AV,Residential,32
MEREDITH ST,Residential,16
MERIDIAN ST,Commercial,30
MERIDIAN ST,Public & Quasi-Public,7
MERIDIAN ST,Residential,84
MERIDIAN ST,Residential (Mixed-Use),34
MERIDIAN ST,Vacant,3
MERLIN ST,Residential,12
MEROLA PK,Residential,12
MERRIAM ST,Public & Quasi-Public,1
MERRIAM ST,Residential,2
MERRIAM ST,Vacant,1
MERRILL ST,Public & Quasi-Public,3
MERRILL ST,Residential,7
MERRILL ST,Vacant,1
MERRIMAC ST,Commercial,4
MERRIMAC ST,Public & Quasi-Public,1
MESHAKA ST,Residential,10
MESSINGER ST,Public & Quasi-Public,3
MESSINGER ST,Residential,28
MESSINGER ST,Vacant,3
METCALF ST,Residential,8
METROPOLITAN AV,Industrial,1
METROPOLITAN AV,Public & Quasi-Public,4
METROPOLITAN AV,Residential,261
METROPOLITAN AV,Vacant,20
METROPOLITAN CI,Residential,5
MEYER CT,Residential,5
MEYER ST,Residential,23
MEYER ST,Vacant,1
MIAMI AV,Public & Quasi-Public,2
MIAMI AV,Residential,16
MIAMI AV,Vacant,3
MIAMI TE,Residential,3
MIAMI TE,Vacant,2
MICHAEL RD,Residential,9
MICHELANGELO ST,Residential,2
MICHIGAN AV,Public & Quasi-Public,1
MICHIGAN AV,Residential,19
MICHIGAN AV,Vacant,5
MIDDLE ST,Commercial,2
MIDDLE ST,Residential,18
MIDDLE ST,Vacant,2
MIDDLEMAS CT,Public & Quasi-Public,2
MIDDLETON ST,Public & Quasi-Public,1
MIDDLETON ST,Residential,17
MIDDLETON ST,Vacant,4
MIDLAND ST,Residential,14
MIDLAND ST,Vacant,1
MIDVALE RD,Residential,10
MIDVALE RD,Vacant,1
MILDRED AV,Public & Quasi-Public,7
MILDRED AV,Residential,10
MILDRED AV,Vacant,2
MILES ST,Residential,1
MILES ST,Vacant,3
MILFORD ST,Public & Quasi-Public,2
MILFORD ST,Residential,18
MILK ST,Commercial,16
MILK ST,Public & Quasi-Public,1
MILK ST,Vacant,2
MILL ST,Public & Quasi-Public,1
MILL ST,Residential,26
MILLER PK,Residential,2
MILLER PK,Vacant,2
MILLERS LA,Commercial,1
MILLET ST,Commercial,1
MILLET ST,Residential,57
MILLET ST,Vacant,8
MILLICENT WY,Public & Quasi-Public,2
MILLICENT WY,Vacant,2
MILLMONT ST,Public & Quasi-Public,1
MILLMONT ST,Residential,6
MILLMONT ST,Vacant,2
MILLS ST,Residential,14
MILLS ST,Vacant,3
MILLSTONE RD,Public & Quasi-Public,1
MILLSTONE RD,Residential,16
MILTON AV,Commercial,2
MILTON AV,Public & Quasi-Public,3
MILTON AV,Residential,121
MILTON AV,Vacant,9
MILTON LINE ,Public & Quasi-Public,2
MILTON PL,Commercial,1
MILTON ST,Public & Quasi-Public,2
MILTON ST,Residential,75
MILTON ST,Residential (Mixed-Use),1
MILTON ST,Vacant,5
MILTON TE,Residential,8
MILTON TOWN LINE ,Residential,1
MILWOOD ST,Public & Quasi-Public,1
MILWOOD ST,Residential,21
MILWOOD TE,Residential,3
MILWOOD TE,Vacant,1
MINDEN ST,Residential,13
MINDEN ST,Residential (Mixed-Use),3
MINDEN ST,Vacant,1
MINDORO ST,Commercial,5
MINDORO ST,Public & Quasi-Public,2
MINDORO ST,Vacant,3
MINER ST,Commercial,2
MINER ST,Residential,2
MINER ST,Vacant,4
MINNIE CT,Commercial,1
MINNIE CT,Residential,1
MINOT PK,Residential,2
MINOT PK,Vacant,7
MINOT ST,Commercial,2
MINOT ST,Public & Quasi-Public,2
MINOT ST,Residential,109
MINOT ST,Residential (Mixed-Use),1
MINOT ST,Vacant,9
MINTON ST,Public & Quasi-Public,1
MINTON ST,Residential,2
MINTON ST,Vacant,1
MISHAWUM ST,Commercial,1
MISHAWUM ST,Vacant,1
MISSION ST,Residential,7
MISSION ST,Vacant,1
MITCHELL ST,Residential,7
MITCHELL ST,Vacant,1
MOHAWK ST,Residential,7
MOHAWK ST,Residential (Mixed-Use),1
MOHAWK ST,Vacant,2
MOLONEY ST,Residential,4
MONADNOCK ST,Public & Quasi-Public,1
MONADNOCK ST,Residential,40
MONADNOCK ST,Vacant,2
MONASTERY RD,Residential,13
MONKS ST,Residential,7
MONMOUTH SQ,Residential (Mixed-Use),1
MONMOUTH ST,Residential,47
MONPONSET ST,Residential,22
MONPONSET ST,Vacant,1
MONSON ST,Public & Quasi-Public,1
MONSON ST,Residential,10
MONSON ST,Vacant,1
MONTAGUE ST,Residential,3
MONTANA ST,Residential (Mixed-Use),1
MONTCALM AV,Residential,16
MONTCLAIR AV,Residential,56
MONTCLAIR AV,Vacant,2
MONTEBELLO RD,Commercial,1
MONTEBELLO RD,Public & Quasi-Public,2
MONTEBELLO RD,Residential,22
MONTELLO ST,Residential,8
MONTEREY AV,Public & Quasi-Public,5
MONTEREY AV,Residential,5
MONTEREY AV,Vacant,5
MONTFERN AV,Commercial,1
MONTFERN AV,Residential,21
MONTGOMERY ST,Residential,22
MONTMORENCI AV,Residential,28
MONTMORENCI AV,Vacant,1
MONTROSE ST,Residential,18
MONTROSE ST,Vacant,1
MONTVALE ST,Residential,19
MONTVIEW ST,Residential,21
MONTVIEW ST,Vacant,1
MONUMENT AV,Residential,40
MONUMENT CT,Residential,4
MONUMENT SQ,Public & Quasi-Public,2
MONUMENT SQ,Residential,16
MONUMENT SQ,Vacant,2
MONUMENT ST,Public & Quasi-Public,2
MONUMENT ST,Residential,9
MONUMENT ST,Residential (Mixed-Use),1
MOODY ST,Residential,6
MOON ST,Public & Quasi-Public,1
MOON ST,Residential,8
MOORE ST,Commercial,4
MOORE ST,Industrial,2
MOORE ST,Public & Quasi-Public,9
MOORE ST,Residential,40
MOORE ST,Vacant,9
MORA ST,Residential,41
MORAINE ST,Residential,29
MORAINE ST,Vacant,1
MORELAND ST,Commercial,2
MORELAND ST,Public & Quasi-Public,16
MORELAND ST,Residential,62
MORELAND ST,Vacant,5
MOREY RD,Residential,14
MORLEY ST,Public & Quasi-Public,1
MORLEY ST,Residential,9
MORRELL ST,Industrial,1
MORRELL ST,Public & Quasi-Public,1
MORRELL ST,Residential,16
MORRILL ST,Residential,11
MORRIS ST,Commercial,1
MORRIS ST,Residential,48
MORRIS ST,Vacant,2
MORRISON ST,Public & Quasi-Public,18
MORRISON ST,Vacant,8
MORROW RD,Residential,13
MORSE ST,Residential,7
MORSE ST,Residential (Mixed-Use),2
MORSE ST,Vacant,2
MORTON PL,Public & Quasi-Public,1
MORTON PL,Residential,3
MORTON ST,Commercial,25
MORTON ST,Public & Quasi-Public,15
MORTON ST,Residential,135
MORTON ST,Residential (Mixed-Use),2
MORTON ST,Vacant,27
MORTON VILLAGE DR,Residential,1
MOSELEY ST,Public & Quasi-Public,1
MOSELEY ST,Residential,27
MOSELEY ST,Vacant,5
MOSGROVE AV,Residential,6
MOSS HILL RD,Public & Quasi-Public,2
MOSS HILL RD,Residential,67
MOSS HILL RD,Vacant,6
MOSSDALE RD,Residential,29
MOTHER BROOK ,Commercial,1
MOTHER BROOK ,Public & Quasi-Public,2
MOTHER JULIA RD,Public & Quasi-Public,1
MOULTON ST,Commercial,1
MOULTON WY,Public & Quasi-Public,1
MOULTRIE ST,Public & Quasi-Public,1
MOULTRIE ST,Residential,33
MOUNTAIN AV,Public & Quasi-Public,1
MOUNTAIN AV,Residential,32
MOUNTAIN AV,Vacant,7
MOUNTFAIR TE,Residential,8
MOUNTFAIR TE,Vacant,1
MOUNTFORT ST,Public & Quasi-Public,1
MOUNTFORT ST,Residential,1
MOVILLE ST,Residential,18
MOZART ST,Residential,28
MOZART ST,Vacant,1
MSGR ALBERT A JACOBBE RD,Public & Quasi-Public,1
MSGR ALBERT A JACOBBE RD,Residential,1
MSGR P J LYDON WY,Public & Quasi-Public,3
MSGR P J LYDON WY,Residential,63
MSGR P J LYDON WY,Vacant,3
MSGR REYNOLDS WY,Residential,1
MT ASH RD,Public & Quasi-Public,1
MT ASH RD,Residential,10
MT ASH RD,Vacant,1
MT BOWDOIN TE,Public & Quasi-Public,4
MT BOWDOIN TE,Residential,11
MT BOWDOIN TE,Vacant,4
MT CALVARY RD,Commercial,1
MT CALVARY RD,Public & Quasi-Public,1
MT CALVARY RD,Residential,14
MT CALVARY RD,Vacant,2
MT CUSHING TE,Residential,7
MT EVERETT ST,Residential,24
MT EVERETT ST,Vacant,2
MT HOOD RD,Commercial,2
MT HOOD RD,Residential,4
MT HOOD RD,Vacant,1
MT HOPE ST,Public & Quasi-Public,3
MT HOPE ST,Residential,50
MT HOPE ST,Vacant,3
MT IDA RD,Public & Quasi-Public,1
MT IDA RD,Residential,35
MT IDA RD,Vacant,1
MT PLEASANT AV,Public & Quasi-Public,10
MT PLEASANT AV,Residential,52
MT PLEASANT AV,Vacant,6
MT PLEASANT PL,Residential,2
MT PLEASANT PL,Vacant,1
MT PLEASANT ST,Residential,11
MT PLEASANT ST,Vacant,2
MT PLEASANT TE,Residential,6
MT PLEASANT TE,Vacant,1
MT VERNON AV,Residential,4
MT VERNON PL,Residential,1
MT VERNON SQ,Residential,3
MT VERNON ST,Commercial,8
MT VERNON ST,Public & Quasi-Public,21
MT VERNON ST,Residential,190
MT VERNON ST,Residential (Mixed-Use),2
MT VERNON ST,Vacant,16
MT WASHINGTON AV,Vacant,1
MULVEY ST,Residential,6
MULVEY TE,Residential (Mixed-Use),1
MUNROE ST,Residential,28
MUNROE ST,Vacant,5
MUNSON ST,Commercial,2
MUNSON ST,Public & Quasi-Public,1
MUNSON ST,Vacant,1
MURDOCK ST,Residential,48
MURDOCK ST,Vacant,1
MURDOCK TE,Residential,7
MURRAY AV,Residential,6
MURRAY AV,Vacant,2
MURRAY CT,Residential,9
MURRAY CT,Vacant,2
MURRAY HILL RD,Commercial,1
MURRAY HILL RD,Residential,18
MURRAY HILL RD,Vacant,3
MUSEUM RD,Commercial,1
MUSEUM RD,Public & Quasi-Public,3
MYLES STANDISH RD,Residential,10
MYOPIA RD,Residential,30
MYOPIA RD,Vacant,1
MYRICK ST,Residential,7
MYRICK ST,Vacant,1
MYRTLE ST,Commercial,1
MYRTLE ST,Public & Quasi-Public,1
MYRTLE ST,Residential,69
MYRTLE ST,Vacant,1
MYRTLEBANK AV,Public & Quasi-Public,1
MYRTLEBANK AV,Residential,37
MYRTLEBANK AV,Vacant,1
MYSTIC AV,Commercial,1
MYSTIC AV,Residential,1
MYSTIC AV,Vacant,1
MYSTIC PL,Residential,8
MYSTIC ST,Public & Quasi-Public,3
MYSTIC ST,Residential,25
MYSTIC ST,Vacant,1
N ANDERSON ST,Public & Quasi-Public,9
N BEACON ST,Commercial,30
N BEACON ST,Industrial,2
N BEACON ST,Public & Quasi-Public,5
N BEACON ST,Residential,19
N BEACON ST,Residential (Mixed-Use),2
N BEACON ST,Vacant,4
N BENNET CT,Residential,2
N BENNET PL,Public & Quasi-Public,2
N BENNET ST,Public & Quasi-Public,8
N BENNET ST,Residential,7
N CHARLAME CT,Residential,1
N CHARLAME TE,Residential,1
N GROVE ST,Public & Quasi-Public,1
N HARVARD ST,Commercial,8
N HARVARD ST,Public & Quasi-Public,6
N HARVARD ST,Residential,30
N HARVARD ST,Residential (Mixed-Use),1
N HARVARD ST,Vacant,1
N HUDSON ST,Residential,4
N MARGIN ST,Commercial,1
N MARGIN ST,Public & Quasi-Public,1
N MARGIN ST,Residential,26
N MEAD ST,Residential,6
N MEAD ST,Vacant,1
N MEAD STREET CT,Residential,6
N MEAD STREET CT,Vacant,1
N MUNROE TE,Residential,21
N QUINCY PL,Residential,1
N ST,Public & Quasi-Public,1
N ST,Residential,54
N ST,Vacant,1
N WASHINGTON ST,Commercial,8
N WASHINGTON ST,Industrial,2
N WASHINGTON ST,Public & Quasi-Public,1
N WASHINGTON ST,Residential,5
N WASHINGTON ST,Residential (Mixed-Use),5
N WASHINGTON ST,Vacant,4
NAHANT AV,Public & Quasi-Public,1
NAHANT AV,Residential,14
NAHANT AV,Vacant,5
NANCIA ST,Residential,5
NANCIA ST,Vacant,1
NANTASKET AV,Residential,5
NANTASKET AV,Vacant,3
NARRAGANSETT ST,Residential,3
NASHUA ST,Public & Quasi-Public,12
NASHUA ST,Residential (Mixed-Use),1
NASHUA ST,Vacant,2
NATIONAL ST,Residential,6
NATIONAL ST,Residential (Mixed-Use),1
NAVARRE PL,Residential,1
NAVARRE PL,Vacant,1
NAVARRE ST,Public & Quasi-Public,3
NAVARRE ST,Residential,42
NAVARRE ST,Vacant,2
NAVILLUS TE,Residential,7
NAY ST,Commercial,4
NAY ST,Vacant,1
NAZING CT,Residential,1
NAZING ST,Residential,16
NAZING ST,Vacant,2
NEAL CT,Residential,3
NEAL CT,Vacant,4
NEAREN RO,Public & Quasi-Public,1
NEAREN RO,Residential,2
NECCO CT,Commercial,1
NECCO CT,Vacant,2
NECCO ST,Commercial,2
NECCO ST,Vacant,1
NEEDHAM RD,Commercial,1
NEEDHAM RD,Residential,18
NEILLIAN CR,Residential,14
NELSON ST,Residential,34
NELSON ST,Vacant,5
NEPONSET ,Public & Quasi-Public,1
NEPONSET AV,Commercial,22
NEPONSET AV,Industrial,1
NEPONSET AV,Public & Quasi-Public,22
NEPONSET AV,Residential,205
NEPONSET AV,Residential (Mixed-Use),3
NEPONSET AV,Vacant,15
NEPONSET CT,Residential,4
NEPONSET FIELD LN,Residential,1
NEPONSET RIVER ,Public & Quasi-Public,11
NEPONSET RIVER ,Vacant,2
NEPONSET VALLEY PW,Commercial,6
NEPONSET VALLEY PW,Industrial,1
NEPONSET VALLEY PW,Public & Quasi-Public,7
NEPONSET VALLEY PW,Residential,45
NEPONSET VALLEY PW,Vacant,5
NEPTUNE CI,Residential,12
NEPTUNE CI,Vacant,1
NEPTUNE RD,Commercial,1
NEPTUNE RD,Public & Quasi-Public,36
NEPTUNE RD,Vacant,3
NEVADA ST,Residential,5
NEVINS ST,Commercial,2
NEW ACRE RD,Residential,9
NEW BEDFORD ST,Public & Quasi-Public,5
NEW BEDFORD ST,Residential,12
NEW BEDFORD ST,Vacant,1
NEW CHARDON ST,Commercial,3
NEW CHARDON ST,Public & Quasi-Public,2
NEW CHARDON ST,Vacant,1
NEW ENGLAND AV,Commercial,3
NEW ENGLAND AV,Industrial,5
NEW ENGLAND AV,Vacant,4
NEW HAVEN ST,Public & Quasi-Public,8
NEW HAVEN ST,Residential,63
NEW HAVEN ST,Vacant,37
NEW HEATH ST,Public & Quasi-Public,9
NEW HEATH ST,Vacant,2
NEW HILL PL,Residential,1
NEW NORTHERN AV,Vacant,1
NEW PARK AV,Residential,5
NEW PICKERTS WH,Residential (Mixed-Use),1
NEW RUTHERFORD AV,Vacant,1
NEW ST,Industrial,1
NEW ST,Public & Quasi-Public,1
NEW ST,Residential (Mixed-Use),3
NEW ST,Vacant,1
NEW SUDBURY ST,Public & Quasi-Public,3
NEWBERN ST,Residential,14
NEWBURG ST,Residential,65
NEWBURG ST,Vacant,2
NEWBURY ST,Commercial,162
NEWBURY ST,Public & Quasi-Public,14
NEWBURY ST,Residential,19
NEWBURY ST,Residential (Mixed-Use),8
NEWCASTLE RD,Residential,23
NEWCASTLE ST,Residential,2
NEWCOMB ST,Residential,1
NEWCOMB ST,Vacant,2
NEWCROFT CI,Residential,20
NEWFIELD ST,Residential,36
NEWFIELD ST,Vacant,5
NEWHALL PL,Residential,3
NEWHALL ST,Residential,17
NEWHALL ST,Vacant,1
NEWKIRK ST,Residential,3
NEWLAND ST,Public & Quasi-Public,2
NEWLAND ST,Residential (Mixed-Use),1
NEWLAND ST,Vacant,1
NEWMAN PL,Public & Quasi-Public,3
NEWMAN PL,Vacant,1
NEWMARKET SQ,Commercial,11
NEWMARKET SQ,Industrial,2
NEWMARKET SQ,Public & Quasi-Public,3
NEWMARKET SQ,Vacant,6
NEWPORT ST,Residential,28
NEWSOME PK,Residential,5
NEWTON ST,Commercial,1
NEWTON ST,Industrial,1
NEWTON ST,Residential,31
NEWTON ST,Vacant,4
NIGHTINGALE ST,Public & Quasi-Public,2
NIGHTINGALE ST,Residential,39
NIGHTINGALE ST,Residential (Mixed-Use),7
NIGHTINGALE ST,Vacant,4
NIKISCH AV,Residential,9
NILES ST,Residential,7
NINTH ST,Commercial,3
NINTH ST,Residential,1
NINTH ST,Vacant,2
NIRA AV,Public & Quasi-Public,4
NIRA AV,Residential,8
NIRA AV,Vacant,2
NIXON ST,Residential,17
NOAH ST,Residential,3
NOAH ST,Vacant,1
NOBLE CT,Residential,5
NOBLE CT,Vacant,1
NONANTUM ST,Residential,63
NONANTUM ST,Vacant,1
NONQUIT ST,Residential,16
NONQUIT ST,Vacant,6
NORCROSS PL,Residential,4
NORFOLK AV,Commercial,13
NORFOLK AV,Industrial,3
NORFOLK AV,Public & Quasi-Public,1
NORFOLK AV,Residential,27
NORFOLK AV,Vacant,29
NORFOLK ST,Commercial,16
NORFOLK ST,Public & Quasi-Public,31
NORFOLK ST,Residential,139
NORFOLK ST,Residential (Mixed-Use),4
NORFOLK ST,Vacant,24
NORFOLK TE,Residential,4
NORMANDY ST,Public & Quasi-Public,2
NORMANDY ST,Residential,33
NORMANDY ST,Residential (Mixed-Use),1
NORMANDY ST,Vacant,3
NORRIS RD,Residential,6
NORRIS RD,Vacant,4
NORTH AV,Public & Quasi-Public,2
NORTH AV,Residential,9
NORTH AV,Residential (Mixed-Use),1
NORTH AV,Vacant,3
NORTH SQ,Commercial,1
NORTH SQ,Public & Quasi-Public,6
NORTH SQ,Residential,4
NORTH SQ,Residential (Mixed-Use),1
NORTH ST,Commercial,6
NORTH ST,Public & Quasi-Public,7
NORTH ST,Residential,26
NORTH ST,Residential (Mixed-Use),2
NORTH ST,Vacant,2
NORTHAM PK,Residential (Mixed-Use),1
NORTHAM PK,Vacant,10
NORTHAMPTON ST,Commercial,4
NORTHAMPTON ST,Public & Quasi-Public,4
NORTHAMPTON ST,Residential,23
NORTHAMPTON ST,Residential (Mixed-Use),4
NORTHAMPTON ST,Vacant,5
NORTHBOURNE RD,Residential,14
NORTHDALE RD,Residential,37
NORTHDALE RD,Vacant,9
NORTHDALE ST,Residential,2
NORTHDALE TE,Residential,7
NORTHDALE TE,Vacant,3
NORTHERN AV,Commercial,6
NORTHERN AV,Industrial,1
NORTHERN AV,Public & Quasi-Public,14
NORTHERN AV,Residential (Mixed-Use),4
NORTHERN AV,Vacant,9
NORTHFIELD ST,Public & Quasi-Public,1
NORTON ST,Public & Quasi-Public,1
NORTON ST,Residential,59
NORTON ST,Vacant,6
NORWAY PK,Residential,16
NORWAY PK,Vacant,1
NORWAY ST,Public & Quasi-Public,1
NORWAY ST,Residential,4
NORWELL ST,Commercial,2
NORWELL ST,Public & Quasi-Public,15
NORWELL ST,Residential,83
NORWELL ST,Residential (Mixed-Use),6
NORWELL ST,Vacant,18
NORWOOD ST,Commercial,2
NORWOOD ST,Industrial,1
NORWOOD ST,Residential,8
NORWOOD ST,Vacant,4
NOTRE DAME ST,Public & Quasi-Public,3
NOTRE DAME ST,Residential,10
NOTRE DAME ST,Vacant,8
NOTT ST,Commercial,1
NOTT ST,Residential,1
NOTT ST,Vacant,1
NOTTINGHAM ST,Public & Quasi-Public,3
NOTTINGHAM ST,Residential,17
NOTTINGHAM ST,Vacant,2
NOTTINGHILL RD,Residential,52
NOTTINGHILL RD,Vacant,5
NOYES PL,Public & Quasi-Public,1
NOYES PL,Residential,6
NOYES PL,Vacant,1
O CONNELL RD,Residential,12
O CONNELL RD,Vacant,1
O DONNELL SQ,Residential,3
O DONNELL TE,Residential,11
O ST,Commercial,1
O ST,Public & Quasi-Public,1
O ST,Residential,52
O ST,Residential (Mixed-Use),1
O STREET PL,Residential,2
OAK HILL AV,Residential,1
OAK PL,Residential,7
OAK PL,Vacant,1
OAK RD,Public & Quasi-Public,6
OAK RD,Residential,6
OAK RD,Vacant,9
OAK SQUARE AV,Residential,33
OAK SQUARE AV,Vacant,1
OAK ST,Commercial,1
OAK ST,Public & Quasi-Public,3
OAK ST,Residential,41
OAK ST,Residential (Mixed-Use),2
OAK ST,Vacant,2
OAK STREET WEST ,Residential (Mixed-Use),1
OAKCREST RD,Residential,21
OAKCREST RD,Vacant,1
OAKDALE ST,Residential,3
OAKDALE TE,Residential,1
OAKHURST ST,Residential,15
OAKHURST ST,Vacant,3
OAKLAND PK,Residential,1
OAKLAND PL,Residential,2
OAKLAND PL,Vacant,1
OAKLAND ST,Residential,49
OAKLAND ST,Vacant,9
OAKLEY ST,Residential,27
OAKMAN ST,Public & Quasi-Public,1
OAKMAN ST,Residential,1
OAKMAN ST,Vacant,5
OAKMERE ST,Residential,22
OAKMERE ST,Vacant,3
OAKRIDGE ST,Residential,23
OAKRIDGE ST,Vacant,1
OAKTON AV,Public & Quasi-Public,2
OAKTON AV,Residential,37
OAKVIEW AV,Residential,1
OAKVIEW AV,Vacant,1
OAKVIEW TE,Public & Quasi-Public,1
OAKVIEW TE,Residential,21
OAKVIEW TE,Vacant,1
OAKWOOD ST,Residential,29
OAKWOOD ST,Vacant,7
OCEAN ST,Public & Quasi-Public,3
OCEAN ST,Residential,28
OCEAN ST,Vacant,1
OCONNELL RD,Residential,1
OCONNOR WY,Public & Quasi-Public,2
ODONNELL TE,Residential,1
OGDEN ST,Residential,8
OLD COLONY AV,Commercial,16
OLD COLONY AV,Industrial,2
OLD COLONY AV,Public & Quasi-Public,6
OLD COLONY AV,Residential,2
OLD COLONY AV,Residential (Mixed-Use),1
OLD COLONY AV,Vacant,4
OLD COLONY TE,Residential,2
OLD COLONY TE,Vacant,1
OLD HARBOR ST,Commercial,1
OLD HARBOR ST,Public & Quasi-Public,1
OLD HARBOR ST,Residential,32
OLD MORTON ST,Residential,31
OLD MORTON ST,Vacant,1
OLD RD,Commercial,1
OLD RD,Public & Quasi-Public,1
OLD RD,Residential,2
OLD RD,Vacant,1
OLDFIELDS RD,Residential,23
OLDFIELDS RD,Vacant,4
OLIVA RD,Residential,6
OLIVE ST,Residential,2
OLIVE ST,Vacant,1
OLIVER ST,Commercial,3
OLMSTEAD ST,Residential,12
OLNEY ST,Public & Quasi-Public,1
OLNEY ST,Residential,42
OLNEY ST,Vacant,1
ONEIL PL,Residential,2
ONSLOW TE,Residential,4
OPHIR ST,Residential,5
OPHIR ST,Vacant,2
ORANGE ST,Commercial,1
ORANGE ST,Residential,68
ORCHARD AV,Public & Quasi-Public,4
ORCHARD PARK ST,Vacant,1
ORCHARD RD,Residential,3
ORCHARD ST,Public & Quasi-Public,2
ORCHARD ST,Residential,36
ORCHARD ST,Vacant,5
ORCHARDALE ST,Public & Quasi-Public,2
ORCHARDALE ST,Vacant,2
ORCHARDFIELD ST,Commercial,1
