st_loc,building_typology,0
FAIRFIELD ST,Residential (Mixed-Use),1
FAIRFIELD ST,Retail,1
FAIRFIELD ST,Single-Family,4
FAIRLAND ST,Multi-Family (2 units),3
FAIRLAND ST,Multi-Family (3 units),8
FAIRLAND ST,Office,1
FAIRLAND ST,Single-Family,2
FAIRLANE RD,Single-Family,8
FAIRLANE RD,Vacant,2
FAIRLAWN AV,Multi-Family (>= 100 units),2
FAIRLAWN AV,Single-Family,2
FAIRMOUNT AV,Convention/Assembly,1
FAIRMOUNT AV,Fire/Police,1
FAIRMOUNT AV,Garage,1
FAIRMOUNT AV,Multi-Family (2 units),10
FAIRMOUNT AV,Multi-Family (3 units),8
FAIRMOUNT AV,Multi-Family (4-6 units),3
FAIRMOUNT AV,Multi-Family (7-30 units),3
FAIRMOUNT AV,Office,1
FAIRMOUNT AV,Residential (Mixed-Use),2
FAIRMOUNT AV,Retail,8
FAIRMOUNT AV,Single-Family,49
FAIRMOUNT CT,Vacant,1
FAIRMOUNT ST,Multi-Family (2 units),47
FAIRMOUNT ST,Multi-Family (3 units),14
FAIRMOUNT ST,Multi-Family (4-6 units),1
FAIRMOUNT ST,Office,1
FAIRMOUNT ST,Single-Family,24
FAIRMOUNT ST,Vacant,3
FAIRVIEW AV,Single-Family,2
FAIRVIEW ST,Multi-Family (2 units),16
FAIRVIEW ST,Multi-Family (3 units),2
FAIRVIEW ST,Single-Family,17
FAIRWAY ST,Garage,1
FAIRWAY ST,Retail,1
FALCON ST,Garage,1
FALCON ST,Multi-Family (2 units),60
FALCON ST,Multi-Family (3 units),54
FALCON ST,Multi-Family (4-6 units),4
FALCON ST,Single-Family,13
FALCON ST,Vacant,8
FALKLAND ST,Multi-Family (2 units),14
FALKLAND ST,Multi-Family (3 units),3
FALKLAND ST,Single-Family,10
FALKLAND ST,Vacant,1
FALL RD,Office,4
FALMOUTH ST,Worship,1
FAN PIER BL,Office,2
FANEUIL HALL MARKETPLACE ,Office,1
FANEUIL ST,Convention/Assembly,1
FANEUIL ST,Fire/Police,1
FANEUIL ST,Multi-Family (2 units),43
FANEUIL ST,Multi-Family (3 units),15
FANEUIL ST,Multi-Family (4-6 units),2
FANEUIL ST,Multi-Family (7-30 units),1
FANEUIL ST,Office,1
FANEUIL ST,Retail,4
FANEUIL ST,Single-Family,25
FANEUIL ST,Vacant,7
FARADAY ST,Multi-Family (2 units),20
FARADAY ST,Single-Family,27
FARADAY ST,Vacant,1
FARGO ST,Garage,3
FARGO ST,Vacant,1
FARMINGTON RD,Single-Family,10
FARMINGTON RD,Vacant,1
FARNHAM ST,Office,1
FARNHAM ST,Vacant,2
FARNHAM ST,Warehouse,3
FARNSWORTH ST,Convention/Assembly,1
FARNSWORTH ST,Garage,2
FARNSWORTH ST,Office,6
FARNSWORTH ST,Vacant,1
FARQUHAR ST,Multi-Family (2 units),16
FARQUHAR ST,Multi-Family (3 units),11
FARQUHAR ST,Single-Family,11
FARRAGUT RD,Multi-Family (2 units),1
FARRAGUT RD,Multi-Family (3 units),13
FARRAGUT RD,Single-Family,1
FARRAGUT RD,Vacant,1
FARRAGUT ST,Single-Family,3
FARRAGUT ST,Vacant,1
FARRAR AV,Single-Family,44
FARRAR AV,Vacant,2
FARRIN ST,Single-Family,6
FARRINGTON AV,Hotel,2
FARRINGTON AV,Multi-Family (2 units),2
FARRINGTON AV,Multi-Family (3 units),3
FARRINGTON AV,Single-Family,2
FARWELL AV,Single-Family,11
FAULKNER CI,Multi-Family (3 units),2
FAULKNER ST,Garage,1
FAULKNER ST,Multi-Family (3 units),5
FAULKNER ST,Retail,1
FAULKNER ST,Vacant,2
FAUNCE RD,Multi-Family (2 units),9
FAUNCE RD,Multi-Family (3 units),1
FAUNCE RD,Multi-Family (4-6 units),1
FAUNCE RD,Single-Family,10
FAVRE ST,Multi-Family (2 units),28
FAVRE ST,Single-Family,8
FAWNDALE RD,Multi-Family (2 units),4
FAWNDALE RD,Multi-Family (3 units),9
FAWNDALE RD,Multi-Family (4-6 units),3
FAWNDALE RD,Multi-Family (>= 100 units),1
FAWNDALE RD,Single-Family,15
FAWNDALE RD,Vacant,5
FAXON ST,Vacant,5
FAY ST,Garage,1
FAYETTE ST,Multi-Family (2 units),5
FAYETTE ST,Multi-Family (3 units),6
FAYETTE ST,Multi-Family (4-6 units),4
FAYETTE ST,Multi-Family (7-30 units),1
FAYETTE ST,School,1
FAYETTE ST,Single-Family,11
FAYETTE ST,Worship,1
FAYSTON ST,Multi-Family (2 units),16
FAYSTON ST,Multi-Family (3 units),20
FAYSTON ST,Multi-Family (31-99 units),1
FAYSTON ST,Multi-Family (4-6 units),2
FAYSTON ST,Residential (Mixed-Use),2
FAYSTON ST,Retail,1
FAYSTON ST,Vacant,3
FAYWOOD AV,Multi-Family (2 units),14
FAYWOOD AV,Multi-Family (3 units),5
FAYWOOD AV,Residential (Mixed-Use),1
FAYWOOD AV,Single-Family,37
FAYWOOD AV,Vacant,1
FEDERAL RD,Vacant,1
FEDERAL ST,Office,10
FEDERAL ST,Vacant,1
FELLOWS ST,Vacant,4
FENCOURT ST,Convention/Assembly,1
FENDALE AV,Multi-Family (2 units),6
FENDALE AV,Single-Family,17
FENDALE AV,Vacant,1
FENELON ST,Multi-Family (2 units),1
FENELON ST,Multi-Family (3 units),2
FENELON ST,Multi-Family (4-6 units),1
FENELON ST,Office,1
FENELON ST,Single-Family,1
FENELON ST,Vacant,5
FENENO TE,Multi-Family (2 units),3
FENENO TE,Multi-Family (3 units),1
FENSMERE RD,Single-Family,8
FENSMERE RD,Vacant,1
FENTON ST,Multi-Family (2 units),9
FENTON ST,Multi-Family (3 units),2
FENTON ST,Multi-Family (4-6 units),1
FENTON ST,Single-Family,4
FENTON ST,Vacant,3
FENWAY ST,Convention/Assembly,10
FENWAY ST,Fire/Police,1
FENWAY ST,Multi-Family (31-99 units),1
FENWAY ST,Multi-Family (7-30 units),3
FENWAY ST,Office,1
FENWAY ST,Single-Family,1
FENWAY ST,Vacant,1
FENWOOD RD,Medical/Lab/Production,1
FENWOOD RD,Residential (Mixed-Use),1
FENWOOD RD,School,1
FERN ST,Multi-Family (4-6 units),1
FERN ST,Single-Family,2
FERNALD TE,Multi-Family (2 units),18
FERNBORO ST,Multi-Family (3 units),16
FERNBORO ST,Office,3
FERNBORO ST,Vacant,2
FERNCROFT RD,Single-Family,8
FERNDALE ST,Multi-Family (3 units),4
FERNDALE ST,Multi-Family (4-6 units),1
FERNDALE ST,Vacant,2
FERNWOOD RD,Single-Family,8
FERNWOOD RD,Vacant,1
FERRIN ST,Multi-Family (3 units),2
FERRIN ST,Multi-Family (4-6 units),2
FERRIN ST,Single-Family,9
FERRIN ST,Vacant,1
FESSENDEN ST,Multi-Family (2 units),1
FESSENDEN ST,Multi-Family (3 units),13
FESSENDEN ST,Multi-Family (4-6 units),1
FESSENDEN ST,Residential (Mixed-Use),1
FESSENDEN ST,Worship,1
FID KENNEDY AV,Vacant,2
FIDELIS WY,Multi-Family (>= 100 units),1
FIELD ST,School,1
FIELDMONT ST,Single-Family,6
FIELDS CT,Multi-Family (2 units),1
FIELDS CT,Single-Family,1
FIELDS CT,Vacant,4
FIFIELD ST,Multi-Family (2 units),1
FIFIELD ST,Multi-Family (3 units),5
FIFIELD ST,Single-Family,5
FIFIELD ST,Vacant,2
FIFTH AV,Office,1
FIFTH ST,Office,1
FILOMENA RD,Multi-Family (3 units),1
FILOMENA RD,Single-Family,1
FILOMENA RD,Vacant,1
FIRST AV,Medical/Lab/Production,1
FIRST AV,Office,3
FIRST AV,Residential (Mixed-Use),1
FIRST AV,Vacant,2
FIRTH RD,Multi-Family (2 units),7
FIRTH RD,Multi-Family (3 units),8
FIRTH RD,Single-Family,1
FISHER AV,Medical/Lab/Production,2
FISHER AV,Multi-Family (2 units),6
FISHER AV,Multi-Family (3 units),15
FISHER AV,Multi-Family (7-30 units),3
FISHER AV,Office,4
FISHER AV,Single-Family,4
FISHER AV,Vacant,2
FISKE TE,Multi-Family (2 units),1
FISKE TE,Vacant,1
FLAVIA ST,Multi-Family (2 units),5
FLAVIA ST,Single-Family,7
FLEET ST,Garage,1
FLEET ST,Multi-Family (4-6 units),6
FLEET ST,Multi-Family (7-30 units),2
FLEET ST,Residential (Mixed-Use),2
FLEET ST,Single-Family,1
FLETCHER ST,Multi-Family (2 units),20
FLETCHER ST,Multi-Family (3 units),1
FLETCHER ST,Single-Family,26
FLINT PL,Multi-Family (2 units),2
FLINT PL,Single-Family,1
FLINT ST,Multi-Family (2 units),1
FLINT ST,Office,2
FLORAL PL,Single-Family,4
FLORAL PL,Vacant,1
FLORENCE ST,Multi-Family (2 units),20
FLORENCE ST,Multi-Family (3 units),10
FLORENCE ST,Multi-Family (4-6 units),3
FLORENCE ST,Single-Family,24
FLORENCE ST,Vacant,4
FLORIAN ST,Multi-Family (2 units),1
FLORIAN ST,Multi-Family (3 units),1
FLORIAN ST,Single-Family,20
FLORIAN WY,Single-Family,9
FLORIDA ST,Multi-Family (2 units),8
FLORIDA ST,Multi-Family (3 units),19
FLORIDA ST,Multi-Family (4-6 units),1
FLORIDA ST,Single-Family,11
FLOYD ST,Multi-Family (2 units),37
FLOYD ST,Multi-Family (3 units),11
FLOYD ST,Office,1
FLOYD ST,Vacant,2
FOLLEN ST,Multi-Family (2 units),1
FOLLEN ST,Multi-Family (3 units),1
FOLLEN ST,Multi-Family (4-6 units),1
FOLLEN ST,Single-Family,2
FOLLEN ST,Vacant,1
FOLSOM AV,Multi-Family (2 units),1
FOLSOM AV,Multi-Family (3 units),2
FOLSOM ST,Multi-Family (2 units),5
FOLSOM ST,Multi-Family (3 units),2
FOLSOM ST,Multi-Family (4-6 units),1
FOLSOM ST,Office,3
FOLSOM ST,Single-Family,7
FOLSOM ST,Vacant,4
FORBES ST,Multi-Family (2 units),7
FORBES ST,Multi-Family (3 units),20
FORBES ST,Multi-Family (4-6 units),3
FORBES ST,Office,9
FORBES ST,Single-Family,7
FORBES ST,Vacant,2
FORD ST,Multi-Family (2 units),2
FORD ST,Multi-Family (4-6 units),4
FORD ST,Single-Family,6
FORD ST,Vacant,1
FORD ST,Warehouse,1
FORDHAM RD,Convention/Assembly,1
FORDHAM RD,Medical/Lab/Production,1
FORDHAM RD,Multi-Family (3 units),4
FORDHAM RD,Retail,1
FOREST HILLS ST,Multi-Family (2 units),3
FOREST HILLS ST,Multi-Family (3 units),19
FOREST HILLS ST,Office,3
FOREST HILLS ST,Single-Family,5
FOREST HILLS ST,Vacant,5
FOREST PL,Multi-Family (2 units),1
FOREST PL,Single-Family,6
FOREST PL,Vacant,2
FOREST ST,Multi-Family (2 units),13
FOREST ST,Multi-Family (3 units),11
FOREST ST,Office,1
FOREST ST,Residential (Mixed-Use),2
FOREST ST,Single-Family,13
FOREST ST,Vacant,12
FOREST ST,Worship,1
FORESTVALE RD,Multi-Family (2 units),1
FORESTVALE RD,Single-Family,5
FORSTERS CT,Vacant,1
FORSYTH ST,Convention/Assembly,1
FORSYTH ST,Office,1
FORSYTH ST,Vacant,3
FORT AV,Medical/Lab/Production,1
FORT AV,Multi-Family (2 units),17
FORT AV,Multi-Family (3 units),5
FORT AV,Multi-Family (4-6 units),1
FORT AV,Single-Family,1
FORT AV,Vacant,7
FORT AVENUE TE,Multi-Family (2 units),1
FORT AVENUE TE,Single-Family,3
FORT AVENUE TE,Vacant,2
FORT STRONG ,Medical/Lab/Production,1
FOSSDALE RD,Multi-Family (2 units),7
FOSSDALE RD,Single-Family,4
FOSTER CT,Multi-Family (4-6 units),1
FOSTER ST,Convention/Assembly,3
FOSTER ST,Multi-Family (2 units),37
FOSTER ST,Multi-Family (3 units),16
FOSTER ST,Multi-Family (31-99 units),2
FOSTER ST,Multi-Family (4-6 units),9
FOSTER ST,Multi-Family (7-30 units),1
FOSTER ST,Office,1
FOSTER ST,Single-Family,19
FOSTER ST,Vacant,1
FOTTLER RD,Multi-Family (2 units),5
FOTTLER RD,Multi-Family (3 units),1
FOTTLER RD,Multi-Family (4-6 units),1
FOTTLER RD,Single-Family,5
FOTTLER RD,Vacant,1
FOUNTAIN PL,Multi-Family (7-30 units),1
FOUNTAIN ST,Multi-Family (3 units),1
FOURTH STREET PL,Single-Family,3
FOWLE ST,Office,2
FOWLER ST,Multi-Family (2 units),15
FOWLER ST,Multi-Family (3 units),19
FOWLER ST,Vacant,3
FOX POINT RD,Single-Family,5
FOX POINT RD,Vacant,2
FOX ST,Multi-Family (3 units),16
FOX ST,Single-Family,2
FRANCESCA ST,Single-Family,4
FRANCIS ST,Medical/Lab/Production,6
FRANCIS ST,Office,3
FRANCIS ST,Residential (Mixed-Use),3
FRANCIS ST,Vacant,2
FRANCLAIRE DR,Multi-Family (2 units),3
FRANCLAIRE DR,Single-Family,14
FRANCONIA ST,Multi-Family (2 units),21
FRANCONIA ST,Single-Family,7
FRANCONIA ST,Vacant,2
FRANKFORT ST,Multi-Family (2 units),3
FRANKFORT ST,Multi-Family (3 units),21
FRANKFORT ST,Multi-Family (4-6 units),12
FRANKFORT ST,Office,3
FRANKFORT ST,Residential (Mixed-Use),1
FRANKFORT ST,Single-Family,5
FRANKFORT ST,Vacant,10
FRANKLIN HILL AV,Multi-Family (2 units),1
FRANKLIN HILL AV,Worship,1
FRANKLIN PL,Multi-Family (3 units),1
FRANKLIN PL,Single-Family,1
FRANKLIN PL,Vacant,1
FRANKLIN ST,Convention/Assembly,2
FRANKLIN ST,Multi-Family (2 units),32
FRANKLIN ST,Multi-Family (3 units),8
FRANKLIN ST,Multi-Family (4-6 units),2
FRANKLIN ST,Multi-Family (7-30 units),1
FRANKLIN ST,Office,14
FRANKLIN ST,Retail,3
FRANKLIN ST,Single-Family,20
FRANKLIN ST,Vacant,7
FRANKLIN ST,Warehouse,1
FRANKLIN TE,Single-Family,7
FRANKLIN TE,Vacant,1
FRAWLEY ST,Medical/Lab/Production,1
FRAWLEY ST,Multi-Family (2 units),1
FRAZER ST,Multi-Family (2 units),6
FRAZER ST,Multi-Family (3 units),3
FRAZER ST,Single-Family,16
FRAZER ST,Vacant,3
FREDERICK ST,Multi-Family (2 units),1
FREDERICK ST,Multi-Family (31-99 units),1
FREDERICK ST,Single-Family,4
FREDERIKA ST,Multi-Family (2 units),1
FREDERIKA ST,Multi-Family (3 units),1
FREDERIKA ST,Single-Family,4
FREDERIKA ST,Vacant,1
FREDONIA ST,Vacant,2
FREELAND ST,Convention/Assembly,1
FREELAND ST,Multi-Family (2 units),3
FREELAND ST,Single-Family,16
FREEMAN AV,Multi-Family (2 units),3
FREEMAN AV,Multi-Family (7-30 units),1
FREEMAN AV,Single-Family,12
FREEMAN AV,Vacant,4
FREEMAN ST,Multi-Family (2 units),2
FREEMAN ST,Multi-Family (3 units),1
FREEMAN ST,Vacant,1
FREEPORT ST,Convention/Assembly,2
FREEPORT ST,Medical/Lab/Production,3
FREEPORT ST,Multi-Family (2 units),4
FREEPORT ST,Multi-Family (3 units),3
FREEPORT ST,Office,11
FREEPORT ST,Retail,3
FREEPORT ST,School,1
FREEPORT ST,Single-Family,5
FREEPORT ST,Supermarket,1
FREEPORT ST,Vacant,24
FREEPORT ST,Warehouse,5
FREEPORT WY,Medical/Lab/Production,1
FREEPORT WY,Retail,2
FREEPORT WY,Vacant,2
FREEPORT WY,Warehouse,1
FREMONT ST,Multi-Family (2 units),6
FREMONT ST,Multi-Family (3 units),1
FREMONT ST,Multi-Family (4-6 units),1
FREMONT ST,Multi-Family (7-30 units),1
FREMONT ST,Office,1
FREMONT ST,Single-Family,4
FREMONT ST,Vacant,1
FRENCH ST,Single-Family,8
FRENCH TE,Multi-Family (3 units),2
FRENCH TE,Vacant,2
FRESNO ST,Multi-Family (2 units),3
FRESNO ST,Single-Family,9
FRESNO ST,Vacant,1
FRIEND ST,Convention/Assembly,2
FRIEND ST,Garage,6
FRIEND ST,Hotel,1
FRIEND ST,Multi-Family (4-6 units),1
FRIEND ST,Office,4
FRIEND ST,Restaurant,2
FRIEND ST,Retail,4
FRIEND ST,Vacant,1
FRIENDSHIP RD,Single-Family,11
FRONT ST,Vacant,2
FRONTAGE RD,Office,6
FRONTAGE RD,Vacant,4
FRONTENAC ST,Residential (Mixed-Use),2
FRONTENAC ST,Vacant,2
FROST AV,Multi-Family (2 units),5
FROST AV,Single-Family,6
FROST AV,Vacant,1
FRUEAN PL,Multi-Family (2 units),1
FRUEAN PL,Single-Family,1
FRUIT ST,Medical/Lab/Production,1
FULDA ST,Multi-Family (3 units),1
FULDA ST,Office,3
FULDA ST,Vacant,8
FULLER ST,Convention/Assembly,1
FULLER ST,Multi-Family (2 units),44
FULLER ST,Multi-Family (3 units),45
FULLER ST,Multi-Family (4-6 units),8
FULLER ST,Single-Family,45
FULLER ST,Vacant,5
FULTON ST,Multi-Family (2 units),5
FULTON ST,Multi-Family (4-6 units),10
FULTON ST,Office,1
FULTON ST,Single-Family,1
FULTON ST,Vacant,2
FURBUSH RD,Office,1
FURBUSH RD,Single-Family,28
FURBUSH RD,Vacant,7
FURNIVAL RD,Single-Family,9
G ST,Multi-Family (2 units),15
G ST,Multi-Family (3 units),13
G ST,Multi-Family (7-30 units),1
G ST,Residential (Mixed-Use),1
G ST,School,1
G ST,Single-Family,33
G ST,Vacant,1
GAINSBOROUGH ST,Convention/Assembly,1
GAINSBOROUGH ST,Garage,7
GAINSBOROUGH ST,Multi-Family (4-6 units),1
GAINSBOROUGH ST,Multi-Family (7-30 units),1
GAINSBOROUGH ST,Vacant,1
GALLIVAN BL,Convention/Assembly,1
GALLIVAN BL,Fire/Police,1
GALLIVAN BL,Garage,2
GALLIVAN BL,Multi-Family (2 units),78
GALLIVAN BL,Multi-Family (3 units),10
GALLIVAN BL,Multi-Family (4-6 units),1
GALLIVAN BL,Multi-Family (7-30 units),1
GALLIVAN BL,Office,7
GALLIVAN BL,Restaurant,2
GALLIVAN BL,Retail,13
GALLIVAN BL,Single-Family,67
GALLIVAN BL,Vacant,13
GALLIVAN BL,Warehouse,1
GALLIVAN BL,Worship,1
GALTY AV,Single-Family,7
GANNETT ST,Multi-Family (2 units),2
GANNETT ST,Multi-Family (3 units),4
GANNETT ST,Single-Family,4
GANNETT ST,Vacant,2
GARDEN COURT CT,Multi-Family (7-30 units),1
GARDEN COURT ST,Garage,1
GARDEN COURT ST,Multi-Family (3 units),3
GARDEN COURT ST,Multi-Family (4-6 units),3
GARDEN COURT ST,Multi-Family (7-30 units),2
GARDEN COURT ST,Vacant,1
GARDEN ST,Medical/Lab/Production,1
GARDEN ST,Multi-Family (3 units),2
GARDEN ST,Multi-Family (4-6 units),7
GARDEN ST,Multi-Family (7-30 units),5
GARDEN ST,Single-Family,6
GARDENA ST,Multi-Family (2 units),6
GARDENA ST,Multi-Family (3 units),4
GARDENA ST,Multi-Family (4-6 units),1
GARDENA ST,Multi-Family (7-30 units),2
GARDENA ST,Single-Family,6
GARDENA ST,Vacant,4
GARDENSIDE ST,Multi-Family (2 units),6
GARDENSIDE ST,Single-Family,5
GARDNER PL,Multi-Family (2 units),1
GARDNER PL,Multi-Family (3 units),1
GARDNER PL,Residential (Mixed-Use),1
GARDNER ST,Convention/Assembly,2
GARDNER ST,Garage,5
GARDNER ST,Medical/Lab/Production,1
GARDNER ST,Multi-Family (2 units),15
GARDNER ST,Multi-Family (3 units),11
GARDNER ST,Multi-Family (31-99 units),8
GARDNER ST,Multi-Family (4-6 units),3
GARDNER ST,Multi-Family (7-30 units),8
GARDNER ST,Office,3
GARDNER ST,Retail,1
GARDNER ST,Single-Family,21
GARDNER ST,Vacant,9
GARDNER ST,Warehouse,1
GARDNER TE,Garage,3
GARDNER TE,Multi-Family (3 units),3
GARFIELD AV,Multi-Family (2 units),27
GARFIELD AV,Multi-Family (3 units),4
GARFIELD AV,Single-Family,21
GARFIELD AV,Vacant,3
GARNER RD,Multi-Family (2 units),2
GARNER RD,Office,1
GARNER RD,Single-Family,12
GARNER RD,Vacant,1
GARNET RD,Multi-Family (2 units),7
GARNET RD,Single-Family,30
GARRISON ST,Multi-Family (31-99 units),2
GARRISON ST,Multi-Family (4-6 units),1
GARRISON ST,Multi-Family (7-30 units),2
GARRISON ST,Multi-Family (>= 100 units),1
GARTH RD,Multi-Family (3 units),1
GARTH RD,Single-Family,23
GARTH RD,Vacant,2
GARTLAND ST,Convention/Assembly,1
GARTLAND ST,Multi-Family (2 units),1
GARTLAND ST,Multi-Family (3 units),4
GARTLAND ST,Single-Family,3
GARTLAND ST,Vacant,1
GARY ST,Vacant,1
GASTON ST,Multi-Family (2 units),11
GASTON ST,Multi-Family (3 units),7
GASTON ST,Multi-Family (4-6 units),1
GASTON ST,Office,1
GASTON ST,Single-Family,7
GASTON ST,Vacant,1
GASTON ST,Warehouse,1
GATES ST,Multi-Family (2 units),11
GATES ST,Multi-Family (3 units),7
GATES ST,Multi-Family (4-6 units),2
GATES ST,Single-Family,7
GATES ST,Vacant,1
GAY HEAD ST,Multi-Family (2 units),4
GAY HEAD ST,Multi-Family (3 units),2
GAY HEAD ST,Single-Family,18
GAY ST,Vacant,1
GAYLAND ST,Multi-Family (2 units),4
GAYLAND ST,Multi-Family (3 units),10
GAYLAND ST,Multi-Family (4-6 units),1
GAYLAND ST,Vacant,4
GAYLORD ST,Multi-Family (2 units),2
GAYLORD ST,Multi-Family (3 units),5
GAYLORD ST,Single-Family,6
GAYLORD ST,Vacant,1
GEM AV,Single-Family,1
GEN WM H DEVINE WY,Multi-Family (2 units),1
GEN WM H DEVINE WY,Warehouse,3
GENE ST,Multi-Family (2 units),8
GENE ST,Office,1
GENE ST,Single-Family,1
GENE ST,Vacant,1
GENEVA AV,Convention/Assembly,1
GENEVA AV,Multi-Family (2 units),13
GENEVA AV,Multi-Family (3 units),48
GENEVA AV,Multi-Family (4-6 units),2
GENEVA AV,Multi-Family (7-30 units),1
GENEVA AV,Office,10
GENEVA AV,Residential (Mixed-Use),1
GENEVA AV,Retail,10
GENEVA AV,School,6
GENEVA AV,Single-Family,9
GENEVA AV,Vacant,13
GENEVA AV,Warehouse,1
GENEVA AV,Worship,1
GENEVA ST,Garage,1
GENEVA ST,Multi-Family (2 units),1
GENEVA ST,Single-Family,1
GENEVA ST,Vacant,7
GENEVA ST,Warehouse,5
GEORGE ST,Multi-Family (2 units),5
GEORGE ST,Multi-Family (3 units),9
GEORGE ST,Multi-Family (4-6 units),4
GEORGE ST,Office,5
GEORGE ST,Residential (Mixed-Use),1
GEORGE ST,Single-Family,26
GEORGE ST,Vacant,18
GEORGE ST,Warehouse,3
GEORGETOWNE DR,Multi-Family (>= 100 units),1
GEORGETOWNE DR,Residential (Mixed-Use),2
GEORGETOWNE DR,Vacant,1
GEORGIA ST,Medical/Lab/Production,1
GEORGIA ST,Multi-Family (2 units),2
GEORGIA ST,Multi-Family (3 units),6
GEORGIA ST,Multi-Family (4-6 units),2
GEORGIA ST,Office,1
GEORGIA ST,Single-Family,1
GEORGIA ST,Vacant,2
GERAGHTY TE,Single-Family,4
GERAGHTY TE,Vacant,1
GERALD RD,Multi-Family (2 units),10
GERALD RD,Single-Family,4
GERARD ST,Hotel,1
GERARD ST,Office,3
GERARD ST,Vacant,6
GERARD ST,Warehouse,2
GERMANIA ST,Multi-Family (2 units),2
GERMANIA ST,Multi-Family (3 units),4
GERMANIA ST,Vacant,1
GERMANIA ST,Warehouse,1
GERRISH ST,Multi-Family (2 units),3
GERRISH ST,Single-Family,18
GERRISH ST,Vacant,2
GERTRUDE RD,Multi-Family (2 units),4
GERTRUDE RD,Single-Family,4
GIBSON ST,Fire/Police,1
GIBSON ST,Multi-Family (3 units),17
GIBSON ST,Residential (Mixed-Use),1
GIBSON ST,Single-Family,3
GIBSON ST,Vacant,1
GIBSON ST,Warehouse,4
GIFFORD PL,Multi-Family (2 units),5
GIFFORD PL,Single-Family,2
GIFFORD PL,Vacant,1
GILLESPIES LA,Office,1
GILLETTE PK,Medical/Lab/Production,1
GILLETTE PK,Vacant,1
GILMAN ST,Multi-Family (2 units),1
GILMAN ST,Single-Family,10
GILMAN ST,Vacant,1
GILMER ST,Multi-Family (2 units),5
GILMER ST,Single-Family,1
GILMER ST,Vacant,1
GILMORE TE,Single-Family,6
GINITA ST,Multi-Family (3 units),4
GLADE AV,Multi-Family (2 units),1
GLADE AV,Multi-Family (3 units),6
GLADESIDE AV,Multi-Family (2 units),26
GLADESIDE AV,Office,1
GLADESIDE AV,Single-Family,5
GLADESIDE AV,Vacant,2
GLADESIDE TE,Multi-Family (2 units),5
GLADSTONE ST,Multi-Family (2 units),29
GLADSTONE ST,Multi-Family (3 units),24
GLADSTONE ST,Multi-Family (4-6 units),4
GLADSTONE ST,Office,6
GLADSTONE ST,Single-Family,18
GLADSTONE ST,Vacant,15
GLEASON ST,Multi-Family (2 units),23
GLEASON ST,Multi-Family (3 units),2
GLEASON ST,Multi-Family (4-6 units),1
GLEASON ST,Office,1
GLEASON ST,Single-Family,2
GLEN RD,Convention/Assembly,6
GLEN RD,Multi-Family (2 units),3
GLEN RD,Multi-Family (3 units),5
GLEN RD,Multi-Family (4-6 units),1
GLEN RD,Multi-Family (7-30 units),1
GLEN RD,Office,2
GLEN RD,School,1
GLEN RD,Vacant,1
GLEN ST,Multi-Family (2 units),1
GLEN ST,Multi-Family (3 units),1
GLEN ST,Single-Family,2
GLENARM ST,Multi-Family (2 units),8
GLENARM ST,Multi-Family (3 units),5
GLENARM ST,Vacant,2
GLENBURNE ST,Multi-Family (3 units),3
GLENBURNE ST,Multi-Family (4-6 units),1
GLENBURNE ST,Vacant,3
GLENBURNIE RD,Single-Family,25
GLENCLIFF RD,Single-Family,33
GLENCLIFF RD,Vacant,1
GLENCOE ST,Multi-Family (2 units),8
GLENCOE ST,Multi-Family (4-6 units),1
GLENCOE ST,Multi-Family (7-30 units),1
GLENCOE ST,Single-Family,7
GLENDALE ST,Multi-Family (2 units),14
GLENDALE ST,Multi-Family (3 units),14
GLENDALE ST,Multi-Family (4-6 units),1
GLENDALE ST,Office,1
GLENDALE ST,Single-Family,6
GLENDALE ST,Vacant,2
GLENDON ST,Multi-Family (2 units),1
GLENDON ST,Multi-Family (3 units),1
GLENDON ST,Vacant,1
GLENDON ST,Warehouse,1
GLENDOWER RD,Convention/Assembly,1
GLENDOWER RD,Multi-Family (2 units),19
GLENDOWER RD,Multi-Family (3 units),7
GLENDOWER RD,Single-Family,35
GLENDOWER RD,Vacant,2
GLENELLEN RD,Multi-Family (2 units),13
GLENELLEN RD,Single-Family,71
GLENELLEN RD,Vacant,7
GLENHAM ST,Multi-Family (2 units),1
GLENHAM ST,Single-Family,15
GLENHAM ST,Vacant,1
GLENHAVEN RD,Multi-Family (2 units),2
GLENHAVEN RD,Single-Family,20
GLENHAVEN RD,Vacant,2
GLENHILL RD,Multi-Family (2 units),4
GLENHILL RD,Single-Family,14
GLENLEY TE,Multi-Family (2 units),4
GLENLEY TE,Single-Family,4
GLENLEY TE,Vacant,2
GLENMONT RD,Garage,1
GLENMONT RD,Multi-Family (2 units),11
GLENMONT RD,Multi-Family (3 units),1
GLENMONT RD,School,1
GLENMONT RD,Single-Family,5
GLENMORE ST,Office,1
GLENMORE ST,Single-Family,2
GLENMORE ST,Vacant,3
GLENROSE RD,Multi-Family (2 units),17
GLENROSE RD,Multi-Family (3 units),2
GLENSIDE AV,Multi-Family (3 units),1
GLENSIDE AV,Multi-Family (4-6 units),2
GLENSIDE AV,Office,1
GLENSIDE AV,Vacant,1
GLENVALE TE,Multi-Family (2 units),1
GLENVALE TE,Single-Family,3
GLENVILLE AV,Multi-Family (2 units),3
GLENVILLE AV,Multi-Family (3 units),6
GLENVILLE AV,Multi-Family (4-6 units),5
GLENVILLE AV,Multi-Family (7-30 units),5
